Site_ID,Site_Name,Facility,Website,Phone,Attendance_Instructions,Site_Facilities,Service_Availability,Address,Suburb,State,Postcode,LGA,Latitude,Longitude,Delay,DelayText,Requirements,SymptomaticTestingOnly,Directions,TestTracker,AgeLimit,AddressOther,ServiceType,FacilityType,ServiceFormat,Mo_Start,Mo_End,Tu_Start,Tu_End,We_Start,We_End,Th_Start,Th_End,Fr_Start,Fr_End,Sa_Start,Sa_End,Su_Start,Su_End,Start_Lunch,End_Lunch,Description,Translation_Services,Toilets_Available,Parking_Options,Accessible_Parking,Status,StatusAlert,LastUpdatedTime
"3990","Nexus Primary Health - Wallan GP Super Clinic (Wallan Respiratory Clinic)","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/wallan-VIC-3756/wallan-respiratory-clinic/doctors?purpose=respiratory","03 5783 0043","• PCR testing available <br>
• Bulk Billing available to all patients with a valid Medicare card","Wheelchair access.","Mon-Fri 9am-5pm, Sat-Sun Closed.","7-11 High Street","Wallan","VIC","3756",,"-37.418632","144.978348",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,,,,,,,,"Open",,"2022-04-26 14:29:08"
"4070","Northeast Health - Wangaratta","Drive-through Testing Facility","https://www.northeasthealth.org.au/covid-19/",,"• PCR testing available <br> • RAT kits available <br>",,"Mon-Tue,Thu-Fri,Sun Closed, Wed,Sat 8am-11am.","53-61 Tone Road","Wangaratta","VIC","3677",,"-36.362962399673435","146.30534768494581",,"","","No","Use Street Address","Yes","5 years+","Access  via Vincent Road.","Public Health Service","Other","Drive Through",,,,,"8:00 AM","11:00 AM",,,,,"8:00 AM","11:00 AM",,,,,,,,,,"Open",,"2022-07-19 14:29:11"
"3938","Warragul Respiratory Clinic","Walk-through Testing Facility","https://bit.ly/3Fbd8eH","03 5642 6666","• PCR testing available","Wheelchair access.","Mon-Fri 9am-5pm, Sat-Sun Closed.","170 Normanby Street ","Warragul","VIC","3820",,"-38.155959","145.941113",,"","","No","Use Street Address","Yes","All ages","Entry via Stoffers Street. In separate building to Central Clinic however parking at the back of the clinic. By appointments only.","GP Respiratory Clinic","Fixed Clinic","Walk Through","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,,,,,,,,"Open",,"2022-04-26 14:23:57"
"4598","ACL - Warrnambool - Walk Through","Walk-through Testing Facility",,,"• PCR testing available ",,"Mon-Fri 8am-5pm, Sat 8am-12pm, Sun Closed.","133 Fairy Street","Warrnambool","VIC","3280",,"-38.3802037573308","142.47939806875743",,"","","No","Use Street Address","No",,,"Public Health Service","Fixed Clinic","Walk Through","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","12:00 PM",,,,,,,,,,"Open",,"2022-05-19 10:25:08"
"4686","Warrnambool Respiratory Clinic","Walk-through Testing Facility","https://www.warrnamboolrespiratoryclinic.com.au/","03 9975 8403","Appointment preferred.","Wheelchair accessible.","Mon-Fri 9am-9pm, Sat-Sun 9am-6pm.","133 Fairy Street","Warrnambool","VIC","3280",,"-38.37999768137986","142.4793524683103",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","9:00 AM","9:00 PM","9:00 AM","9:00 PM","9:00 AM","9:00 PM","9:00 AM","9:00 PM","9:00 AM","9:00 PM","9:00 AM","6:00 PM","9:00 AM","6:00 PM",,,,,,,,"Open",,"2022-08-24 17:32:03"
"4162","Melbourne Pathology - Geelong - Waurn Ponds - Walk Through","Pathology Collection Centre","https://www.mps.com.au/locations/collection-centres/?P=117","03 5271 7833","This site only accepts patients that requite COVID testing for the following:<br>• Prepaid international travel<br>• Pre-op patients (patients must have a referral or QR code)<br> • Pregnant patients<br>• Patients requiring hospital admission or entry<br>• Corporate testing patients.<br>COVID testing will NOT be performed on:<br> • Symptomatic patients<br>• Patients that have had a rapid  antigen test (RAT)<br>• Close contact patients<br>• Returned travellers (Day 1 and Day 5)<br>• General asymptomatic testing (that is not in the accepted list above)<br> • Asymptomatic Nursing Home Staff<br> • Asymptomatic Hotel Quarantine workers.",,"Mon-Fri 8:30am-5pm, Sat-Sun 8am-1pm. Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.","Epworth Geelong, 1 Epworth Place","Waurn Ponds","VIC","3216",,"-38.1938896","144.3029055",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:30 AM","5:00 PM","8:30 AM","5:00 PM","8:30 AM","5:00 PM","8:30 AM","5:00 PM","8:30 AM","5:00 PM","8:00 AM","1:00 PM","8:00 AM","1:00 PM",,,"Asymptomatic only – also excludes testing for patients from Tier 1, 2, 3 exposure sites and red and orange zones.",,,,,"Open","Operating with Extended Hours","2022-08-04 15:03:51"
"3960","ACL - Werribee - Drive Through","Pathology Collection Centre","https://www.clinicallabs.com.au/about-us/doctor-media-releases/novel-coronavirus-vic/","03 9748 9490","• PCR testing available ",,"Mon-Sun 8am-4pm.","234 Hoppers Lane","Werribee","VIC","3030",,"-37.8898534","144.701573",,"","","No","Use Street Address","Yes","All ages","Opposite Gate 3, Victoria University.","Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM",,,,,"No",,,"Open",,"2022-04-22 13:18:13"
"4123","IPC Health - Victoria University, Werribee East","Drive-through Testing Facility","https://www.ipchealth.com.au/covid-19-coronavirus/",,"• PCR testing available <br> • RAT kits available <br> • Closing time may be impacted by wait times. For example, if wait time is 30 minutes, this site may not accept additional vehicles for testing 30 minutes before closing time <br>• *Remain in vehicle at all times <br> • Last car access for testing will be 15 minutes before closing time. <br> • NOTE - This site may be subject to earlier closing times due to high testing demand and extreme weather conditions.",,"Mon-Wed 10am-5pm, Thu-Sun 10am-2pm.","Victoria University: Werribee Campus","Werribee","VIC","3030",,"-37.89445350746431","144.70235029312911",,"","","No","Use Street Address","Yes","All ages","Gate 5 entrance. Wyndham Sporting Complex, Opposite Suzanne Cory High School.","Community Health","Other","Drive Through","10:00 AM","5:00 PM","10:00 AM","5:00 PM","10:00 AM","5:00 PM","10:00 AM","2:00 PM","10:00 AM","2:00 PM","10:00 AM","2:00 PM","10:00 AM","2:00 PM",,,,,"Yes",,"No","Open","Operating with Extended Hours","2022-09-19 10:39:27"
"4646","Wyndham GP Respiratory Clinic","Walk-through Testing Facility","https://www.myclinicgroup.com.au/our-clinics/myclinic-werribee/ ","9290 9898","• PCR testing available <br>• Please call clinic on arrival<br>• Respiratory assessments for symptomatic patients only – no asymptomatic COVID-19 testing including pre travel PCR tests<br> • Appointment preferreds<br> • Cannot perform lung function tests",,"Mon 12pm-7pm, Tue 11am-7pm, Wed-Fri 7am-6pm, Sat 9am-6pm, Sun Closed.","15b, 167-179 Shaws Road","Werribee","VIC","3030",,"-37.88951660246312","144.6614037838223",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","12:00 PM","7:00 PM","11:00 AM","7:00 PM","7:00 AM","6:00 PM","7:00 AM","6:00 PM","7:00 AM","6:00 PM","9:00 AM","6:00 PM",,,,,,,,,,"Open",,"2022-09-30 15:04:06"
"3949","CoHealth - West Footscray Respiratory Clinic - Symptomatic respiratory assessments/ symptomatic testing ONLY","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/west-footscray-VIC-3012/cohealth-west-footscray1/doctors ","03 9688 9588","• PCR testing available <br> • RAT kits available <br> • Respiratory assessments for symptomatic patients only – no asymptomatic COVID-19 testing (including pre travel PCR tests)  <br> • Appointment preferred <br> • Closed 12:15pm-1:15pm  <br> • Closing time may be impacted by wait times  For example, if wait time is 30 minutes, this site may not accept additional clients for testing 30 minutes before closing time ",,"Mon-Wed 9am-5pm, Thu-Fri 10am-10pm, Sat-Sun 10am-8pm.","575A Barkly Street","West Footscray","VIC","3011",,"-37.7973168","144.8756591",,"","Appointment required.","No","Use Street Address","Yes","All ages","APPOINTMENT ONLY ","GP Respiratory Clinic","Fixed Clinic","Walk Through","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","8:00 PM","10:00 AM","8:00 PM",,,,,,,,"Open","Operating with Extended Hours","2022-09-26 15:59:50"
"3950","cohealth West Melbourne Respiratory Clinic - Symptomatic respiratory assessments/ symptomatic testing ONLY","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/west-melbourne-VIC-3003/cohealth-west-melbourne/doctors ","03 9448 5557","• PCR testing available <br> • By appointment only <br> • Respiratory assessments for symptomatic patients only – no asymptomatic COVID-19 testing (including pre travel PCR tests)","Wheelchair access.","Mon-Sun 10am-10pm. Closed 12:15pm-1:15pm. Respiratory assessments for symptomatic patients only – no asymptomatic COVID-19 testing (including pre travel PCR tests)","98 Abbotsford Street","West Melbourne","VIC","3003",,"-37.8053251","144.9453727",,"","Appointment required.","No","Use Street Address","No","All ages","APPOINTMENT ONLY ","GP Respiratory Clinic","Fixed Clinic","Walk Through","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","12:15 PM","1:15 PM","Respiratory assessments for symptomatic patients only – no asymptomatic COVID-19 testing (including pre travel PCR tests)",,,,,"Open",,"2022-08-04 15:06:10"
"4543","Albury Wodonga Health - Smythe St Clinic - Walk in - PCR test","Walk-through Testing Facility","https://www.awh.org.au",,"• PCR testing available <br> 
• RAT kits available <br>",,"Mon-Wed 8:30am-4pm, Thu-Sun Closed.","37-39 Stanley St","Wodonga","VIC","3690",,"-36.121956016531726","146.88312518430132",,"","","No","Use Street Address","Yes","All ages","corner of Smythe and Stanley Streets, Wodonga.","Public Health Service","Fixed Clinic","Walk Through","8:30 AM","4:00 PM","8:30 AM","4:00 PM","8:30 AM","4:00 PM",,,,,,,,,,,,,,,,"Open",,"2022-09-30 15:17:16"
"3945","Wodonga Respiratory Clinic (Central Medical Group)","Walk-through Testing Facility","https://www.centralmedical.com.au/respiratory.html","02 6067 2437","• PCR testing available <br> • Appointment required","Wheelchair access.","By appointment only via HotDocs.","224-226 Beechworth Road","Wodonga","VIC","3690",,"-36.1280499","146.8880351",,"","","No","Use Street Address","No","10 years+","Central Medical Group.","GP Respiratory Clinic","Fixed Clinic","Walk Through",,,,,,,,,,,,,,,,,"By appointment only via HotDocs.",,,,,"Open",,"2022-08-04 15:06:10"
"3944","Wonthaggi Respiratory Clinic (Wonthaggi Medical Group)","Walk-through Testing Facility","https://bit.ly/3Fbd8eH","0492 036 568","• PCR testing available between 1pm-3:15pm on weekdays <br>
• Appointment required via Hot Docs https://www.hotdoc.com.au/medical-centres/wonthaggi-VIC-3995/wonthaggi-medical-group/doctors <br>
• Park out front of clinic, and step up to the door and wait to be let in","Wheelchair access.","Mon-Fri 1pm-3pm, Sat-Sun Closed.","42 Murray Street","Wonthaggi","VIC","3995",,"-38.6049842","145.5858104",,"","","No","Use Street Address","Yes","All ages","Via Biggs Drive.","GP Respiratory Clinic","Fixed Clinic","Walk Through","1:00 PM","3:00 PM","1:00 PM","3:00 PM","1:00 PM","3:00 PM","1:00 PM","3:00 PM","1:00 PM","3:00 PM",,,,,,,,,,,,"Open",,"2022-05-16 16:05:18"
"4514","Yarram and District Health Service","Drive-through Testing Facility",,,"• PCR testing available <br> • RAT kits available <br>",,"Mon-Tue,Thu-Sun Closed, Wed 8:30am-9:30am.","85 Commercial Road","Yarram","VIC","3971",,"-38.556901954381125","146.67830549734293",,"","","No","Use Street Address","Yes","All ages",,"Public Health Service","Pop Up","Drive Through",,,,,"8:30 AM","9:30 AM",,,,,,,,,,,,,,,,"Open",,"2022-07-19 16:41:41"
"4012","Yarrawonga Health - Walk Through","Hospital Respiratory Clinic","https://www.yh.org.au/COVID-19/Getting-Tested","03 5743 8111","• PCR testing available <br> • RAT kits available <br> • Hours may vary with increased demand",,"Mon-Thu 9am-11am, Fri-Sun Closed.","38 Lynch Street","Yarrawonga","VIC","3730",,"-36.01216","146.00750",,"","","No","Use Street Address","Yes","All ages","Opposite Main Car Park to the Hospital","Public Health Service","Hospital","Walk Through","9:00 AM","11:00 AM","9:00 AM","11:00 AM","9:00 AM","11:00 AM","9:00 AM","11:00 AM",,,,,,,,,,,,,,"Open",,"2022-07-29 13:21:04"
"4039","Yea & District Memorial Hospital - Appointment only","Hospital Respiratory Clinic","https://yeahospital.org.au/","0428 618 994 - By appointment only.","• PCR testing available by appointment only <br>
• RAT kits available <br>",,"Mon,Thu 1:30pm-3:30pm, Tue-Wed,Fri-Sun Closed.","45 Station Street","Yea","VIC","3717",,"-37.2135601","145.4309806",,"","","No","Use Street Address","Yes","All ages",,"Public Health Service","Hospital","Walk Through","1:30 PM","3:30 PM",,,,,"1:30 PM","3:30 PM",,,,,,,,,,,,,,"Open",,"2022-09-30 11:39:59"
